Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
2509;21101272551;"International Conference on Power and Energy Applications, ICPEA";journal;"28378423";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,102;Q4;1;0;138;0;19;136;0,14;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Computer Science; Energy; Engineering"
2510;145549;"ITNOW";trade journal;"17465710, 17465702";"Oxford University Press";No;No;0,102;Q4;10;70;318;0;19;287;0,04;0,00;30,77;0;United Kingdom;Western Europe;"Oxford University Press";"1995-2025";"Computer Science Applications (Q4); Hardware and Architecture (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
2511;19900193654;"Transactions of the Japan Society for Computational Engineering and Science";journal;"13449443, 13478826";"Japan Society for Computational Engineering and Science";No;No;0,102;Q4;8;9;49;279;6;48;0,06;31,00;16,67;0;Japan;Asiatic Region;"Japan Society for Computational Engineering and Science";"2011-2026";"Computer Science (miscellaneous) (Q4); Engineering (miscellaneous) (Q4)";"Computer Science; Engineering"
2512;21100983203;"eLearning and Software for Education Conference";conference and proceedings;"20668821, 2066026X";"National Defence University - Carol I Printing House";No;No;0,102;-;9;0;175;0;5;171;0,04;0,00;0,00;0;Romania;Eastern Europe;"National Defence University - Carol I Printing House";"2019-2023";"Computer Science Applications; Education; Software";"Computer Science; Social Sciences"
2513;21101214762;"International Conference on Design and Semantics of Form and Movement";conference and proceedings;"27066150";"The Hong Kong Polytechnic University";No;No;0,102;-;4;0;29;0;3;28;0,10;0,00;0,00;0;Hong Kong;Asiatic Region;"The Hong Kong Polytechnic University";"2019, 2023";"Arts and Humanities (miscellaneous); Human-Computer Interaction; Mechanics of Materials";"Arts and Humanities; Computer Science; Engineering"
2514;21101079206;"ZEMCH International Conference";conference and proceedings;"26522926";"ZEMCH Network";No;No;0,102;-;5;0;223;0;7;217;0,04;0,00;0,00;0;Australia;Pacific Region;"ZEMCH Network";"2013-2014, 2017-2019, 2021-2024";"Architecture; Building and Construction; Civil and Structural Engineering; Computer Science Applications; Renewable Energy, Sustainability and the Environment; Safety, Risk, Reliability and Quality";"Computer Science; Energy; Engineering"
2515;27842;"Ada User Journal";journal;"13816551";"";No;No;0,101;Q4;7;0;110;0;5;92;0,03;0,00;0,00;0;Portugal;Western Europe;"";"1999-2024";"Software (Q4)";"Computer Science"
2516;4900153227;"Computer Software";journal;"02896540";"Japan Society for Software Science and Technology";No;No;0,101;Q4;8;39;124;549;5;105;0,01;14,08;16,85;0;Japan;Asiatic Region;"Japan Society for Software Science and Technology";"2000-2026";"Software (Q4)";"Computer Science"
2517;21101286805;"International Conference on Advanced Semiconductor Devices and Microsystems, ASDAM";journal;"24749737, 24752916";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,101;Q4;1;0;23;0;2;21;0,09;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Hardware and Architecture (Q4); Instrumentation (Q4); Safety, Risk, Reliability and Quality (Q4)";"Computer Science; Engineering; Materials Science; Physics and Astronomy"
2518;18952;"ITU News";trade journal;"10204148";"International Telecommunications Union";No;No;0,101;Q4;4;0;55;0;3;55;0,04;0,00;0,00;0;Switzerland;Western Europe;"International Telecommunications Union";"1996-1997, 1999-2023";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4)";"Computer Science; Engineering"
2519;11700154352;"Journal of the Institute of Telecommunications Professionals";journal;"17559278";"Institute of Telecommunications Professionals";No;No;0,101;Q4;6;0;58;0;0;50;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Institute of Telecommunications Professionals";"2007-2023";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)";"Computer Science; Engineering"
2520;18800;"Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers";journal;"13426907";"Institute of Image Information and Television Engineers";No;No;0,101;Q4;13;23;63;322;5;61;0,10;14,00;14,47;0;Japan;Asiatic Region;"Institute of Image Information and Television Engineers";"1997-2026";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Media Technology (Q4)";"Computer Science; Engineering"
2521;21100932465;"Moving Image Review and Art Journal";journal;"20456301, 20456298";"Intellect Ltd.";No;No;0,101;Q4;2;20;49;367;4;32;0,08;18,35;73,53;0;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2025";"Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Computer Science"
2522;21101297249;"Proceedings of the IEEE Central America and Panama Convention, CONCAPAN";journal;"29960886, 26877244";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,101;Q4;2;0;99;0;17;98;0,17;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Information Systems and Management (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Computer Science; Decision Sciences; Energy; Engineering"
2523;21101215785;"RIDE - Review Journal for Digital Editions and Resources";journal;"23634952";"Institut fur Dokumentologie und Editorik";Yes;Yes;0,101;Q4;2;3;25;67;1;24;0,06;22,33;66,67;0;Germany;Western Europe;"Institut fur Dokumentologie und Editorik";"2020-2025";"Arts and Humanities (miscellaneous) (Q4); Computer Science (miscellaneous) (Q4)";"Arts and Humanities; Computer Science"
2524;21100202746;"TAL Traitement Automatique des Langues";journal;"12489433, 19650906";"Association pour le Traitement Automatique des Langues (ATALA)";Yes;No;0,101;Q4;13;0;32;0;4;28;0,00;0,00;0,00;0;France;Western Europe;"Association pour le Traitement Automatique des Langues (ATALA)";"2011-2024";"Computer Science Applications (Q4); Linguistics and Language (Q4)";"Computer Science; Social Sciences"
2525;4900152809;"Digital Textile";journal;"17421128";"World Textile Publications Ltd";No;No;0,100;Q4;4;0;107;0;0;70;0,00;0,00;0,00;0;United Kingdom;Western Europe;"World Textile Publications Ltd";"2005-2013, 2016-2023";"Computer Graphics and Computer-Aided Design (Q4)";"Computer Science"
2526;21101023684;"Fabriksoftware";journal;"25697692";"Gito Verlag";No;No;0,100;Q4;2;16;134;38;1;65;0,01;2,38;6,67;0;Germany;Western Europe;"Gito Verlag";"2018-2025";"Computer Science Applications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
2527;74292;"Foundry Trade Journal International";trade journal;"17589789";"FMJ International Publications Ltd";No;No;0,100;Q4;9;29;92;0;0;67;0,00;0,00;0,00;0;United Kingdom;Western Europe;"FMJ International Publications Ltd";"1979, 1988, 2011-2013, 2017-2025";"Information Systems (Q4); Information Systems and Management (Q4); Software (Q4)";"Computer Science; Decision Sciences"
2528;21100318403;"Journal of the Institute of Image Electronics Engineers of Japan";journal;"02859831, 13480316";"Institute of Image Electronics Engineers of Japan";No;No;0,100;Q4;8;44;155;363;2;140;0,02;8,25;8,00;0;Japan;Asiatic Region;"Institute of Image Electronics Engineers of Japan";"2001-2025";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)";"Computer Science; Engineering"
2529;12193;"Simulation Series";conference and proceedings;"07359276";"The Society for Modeling and Simulation International";No;No;0,100;-;21;72;139;1824;0;136;0,00;25,33;22,92;0;United States;Northern America;"The Society for Modeling and Simulation International";"1983-1987, 1989-1990, 2003, 2005-2022, 2024-2025";"Computer Networks and Communications; Engineering (miscellaneous)";"Computer Science; Engineering"
2530;21101297254;"Annual Conference on Wireless On-demand Network Systems and Services, WONS";journal;"26884917, 26884909";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;23;0;420;0;0;0,00;18,26;22,08;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Information Systems; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics"
2531;21101312815;"ARFTG Microwave Measurement Conference, ARFTG";journal;"27678776, 28361407";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;48;0;509;0;0;0,00;10,60;14,55;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Electrical and Electronic Engineering; Instrumentation; Signal Processing";"Computer Science; Engineering; Physics and Astronomy"
2532;21100872344;"Cognitive Science and Technology";book series;"21953988, 21953996";"Springer International Publishing AG";No;No;;-;13;176;422;2588;301;0;0,78;14,70;47,95;0;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2023, 2025-2026";"Artificial Intelligence; Cognitive Neuroscience; Computer Science Applications; Human-Computer Interaction";"Computer Science; Neuroscience"
2533;4700151607;"Computer-Aided Design and Applications (discontinued)";journal;"16864360";"U-turn Press LLC";No;No;;-;45;45;1166;834;836;1166;0,61;18,53;37,50;0;United States;Northern America;"U-turn Press LLC";"2004-2025";"Computational Mathematics; Computational Mechanics; Computer Graphics and Computer-Aided Design";"Computer Science; Engineering; Mathematics"
2534;21100291862;"Conference on Control and Fault-Tolerant Systems, SysTol";conference and proceedings;"21621195, 21621209";"IEEE Computer Society";No;No;;-;19;71;0;1507;0;0;0,00;21,23;20,69;0;United States;Northern America;"IEEE Computer Society";"2013, 2016, 2019, 2021, 2025";"Computer Science Applications; Control and Systems Engineering; Hardware and Architecture; Software";"Computer Science; Engineering"
2535;21101176015;"Data and Metadata (discontinued)";journal;"29534917";"";No;No;;-;24;259;425;9956;680;424;1,64;38,44;32,82;0;Argentina;Latin America;"";"2022-2025";"Computer Science (miscellaneous); Health Information Management; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Health Professions"
2536;21101134649;"Fusion: Practice and Applications (discontinued)";journal;"27700070, 26924048";"American Scientific Publishing Group (ASPG)";No;No;;-;18;151;238;4337;559;238;2,25;28,72;36,21;0;United States;Northern America;"American Scientific Publishing Group (ASPG)";"2020-2025";"Computer Networks and Communications; Computer Science Applications; Computer Science (miscellaneous); Information Systems";"Computer Science"
2537;21101393335;"IEEE Colombian Conference on Applications of Computational Intelligence, ColCACI";journal;"27693643, 27693651";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;31;0;650;0;0;0,00;20,97;21,88;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization";"Computer Science; Mathematics"
2538;21101393609;"IEEE European Technology and Engineering Management Summit, E-TEMS";journal;"28367588";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;61;0;1437;0;0;0,00;23,56;40,84;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Automotive Engineering; Computer Networks and Communications; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Management of Technology and Innovation; Sociology and Political Science; Transportation";"Business, Management and Accounting; Computer Science; Energy; Engineering; Social Sciences"
2539;21101297248;"IEEE Information Technology and Mechatronics Engineering Conference, ITOEC";journal;"2693308X, 2693289X";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;304;0;3603;0;0;0,00;11,85;32,65;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Health Informatics; Information Systems";"Computer Science; Energy; Engineering; Medicine"
2540;21101297185;"IEEE International Conference on Autonomous Robot Systems and Competitions, ICARSC";journal;"25739360, 25739387";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;34;0;567;0;0;0,00;16,68;16,19;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization; Human-Computer Interaction";"Computer Science; Mathematics"
2541;21101393708;"IEEE International Conference on Intelligence and Security Informatics, ISI";journal;"28376617";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;29;0;683;0;0;0,00;23,55;36,59;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
2542;21101315243;"IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops";journal;"28365348, 27668576";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;152;0;2602;0;0;0,00;17,12;27,61;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Health Informatics; Information Systems; Information Systems and Management; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering; Mathematics; Medicine"
2543;21101321199;"IEEE International Symposium on Medical Measurements and Applications, MeMeA";journal;"28375882, 28375874";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;153;0;3210;0;0;0,00;20,98;36,58;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Biomedical Engineering; Computer Science Applications; Instrumentation; Signal Processing";"Computer Science; Engineering; Physics and Astronomy"
2544;21101392663;"IEEE International Symposium on Performance Analysis of Systems and Software/ISPASS";journal;"29949513, 27660486";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;51;0;1806;0;0;0,00;35,41;20,42;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Hardware and Architecture; Information Systems; Safety, Risk, Reliability and Quality; Software";"Computer Science; Engineering"
2545;21101393707;"IEEE International Workshop on Applied Measurements for Power Systems Proceedings, AMPS";journal;"24731315";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;37;0;640;0;0;0,00;17,30;20,93;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Instrumentation";"Computer Science; Energy; Engineering; Physics and Astronomy"
2546;21101392658;"IEEE Sensors Applications Symposium, SAS";journal;"29949300, 27663078";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;106;0;2128;0;0;0,00;20,08;24,50;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Instrumentation";"Computer Science; Physics and Astronomy"
2547;21101320630;"IEEE Symposium on Computer Applications and Industrial Electronics, ISCAIE";journal;"28364864, 28364317";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;99;0;2352;0;0;0,00;23,76;33,65;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Computer Science Applications; Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Information Systems and Management; Signal Processing";"Computer Science; Decision Sciences; Engineering"
2548;21101392346;"IEEE/IFIP International Conference on Dependable Systems and Networks Workshops, DSN-W";journal;"23256664, 23256648";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;42;0;753;0;0;0,00;17,93;20,74;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Information Systems; Safety, Risk, Reliability and Quality; Software";"Computer Science; Engineering"
2549;21100197356;"IFIP Wireless Days";conference and proceedings;"2156972X, 21569711";"IEEE Computer Society";No;No;;-;24;46;0;913;0;0;0,00;19,85;18,46;0;United States;Northern America;"IEEE Computer Society";"2011-2013, 2015-2016, 2018-2019, 2021";"Computer Networks and Communications; Electrical and Electronic Engineering; Signal Processing";"Computer Science; Engineering"
2550;21100799500;"Indonesian Journal of Electrical Engineering and Computer Science (discontinued)";journal;"25024760, 25024752";"Institute of Advanced Engineering and Science";Yes;No;;-;50;130;2316;4481;3662;2316;1,73;34,47;33,24;0;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science";"2014-2025";"Computer Networks and Communications; Control and Optimization; Electrical and Electronic Engineering; Hardware and Architecture; Information Systems; Signal Processing";"Computer Science; Engineering; Mathematics"
2551;21101299653;"International Conference on Artificial Intelligence in Information and Communication, ICAIIC";journal;"28316991, 28316983";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;1;0;15;0;0;0,00;15,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Health Informatics; Information Systems; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Medicine"
2552;21101285877;"International Conference on Communication Systems and Networks, COMSNETS";journal;"21552509, 21552487";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;227;0;4559;0;0;0,00;20,08;25,95;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Hardware and Architecture; Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering"
2553;21101393923;"International Conference on Computer Science and Engineering, UBMK";journal;"25211641";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;319;0;6307;0;0;0,00;19,77;42,29;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Hardware and Architecture; Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering"
2554;21101317031;"International Conference on Digital Signal Processing, DSP";conference and proceedings;"15461874, 21653577";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;99;0;2311;0;0;0,00;23,34;22,38;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Signal Processing";"Computer Science"
2555;21101393926;"International Conference on Intelligent Robotics and Control Engineering, IRCE";journal;"27704815";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;79;0;1373;0;0;0,00;17,38;25,66;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Aerospace Engineering; Artificial Intelligence; Control and Optimization; Control and Systems Engineering; Mechanical Engineering";"Computer Science; Engineering; Mathematics"
2556;21101315539;"International Conference on Localization and GNSS, ICL-GNSS";journal;"23250771, 23250747";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;23;0;479;0;0;0,00;20,83;25,68;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Aerospace Engineering; Computer Networks and Communications; Control and Optimization; Instrumentation";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
2557;21101393603;"International Conference on Logistics, LOGISTIQUA";journal;"21667349, 21667373";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;128;0;4013;0;0;0,00;31,35;45,27;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Decision Sciences (miscellaneous); Information Systems and Management; Management Science and Operations Research; Strategy and Management";"Business, Management and Accounting; Computer Science; Decision Sciences"
2558;21101393924;"International Conference on Methods and Models in Automation and Robotics, MMAR";journal;"28352815, 28352807";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;82;0;1567;0;0;0,00;19,11;12,83;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Control and Optimization; Modeling and Simulation";"Computer Science; Mathematics"
2559;21101320264;"International Conference on Military Communication and Information Systems, ICMCIS";journal;"29934974, 29934966";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;38;0;953;0;0;0,00;25,08;16,57;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Information Systems; Information Systems and Management; Signal Processing";"Computer Science; Decision Sciences"
2560;21101361157;"International Conference on Modern Circuits and Systems Technologies, MOCAST";journal;"29934443, 29934435";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;82;0;1263;0;0;0,00;15,40;13,45;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Electrical and Electronic Engineering; Hardware and Architecture; Instrumentation";"Computer Science; Engineering; Physics and Astronomy"
2561;21101392662;"International Conference on Robotics and Automation Sciences, ICRAS";journal;"26943514, 26943506";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;70;0;1331;0;0;0,00;19,01;24,47;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Science Applications; Control and Optimization";"Computer Science; Mathematics"
2562;21101297183;"International Conference on Signal Processing and Communication, ICSC";journal;"26434458, 2643444X";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;162;0;3412;0;0;0,00;21,06;31,85;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Information Systems and Management; Instrumentation; Safety, Risk, Reliability and Quality; Signal Processing";"Computer Science; Decision Sciences; Engineering; Physics and Astronomy"
2563;21101393262;"International Conference on Solid-State Sensors, Actuators and Microsystems, Transducers";journal;"21670013, 21670021";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;542;0;6045;0;0;0,00;11,15;26,44;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Science Applications; Control and Optimization; Electrical and Electronic Engineering; Instrumentation";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
2564;21101361151;"International Conference on System of Systems Engineering, SoSE";journal;"28353161, 28353307";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;101;0;2147;0;0;0,00;21,26;27,69;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Hardware and Architecture; Health Informatics; Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering; Medicine"
2565;21101315531;"International Conference on Web Research, ICWR";journal;"28378296, 28378288";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;94;0;2706;0;0;0,00;28,79;33,66;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering"
2566;20400195003;"International Journal of Advanced Intelligence Paradigms (discontinued)";journal;"17550386, 17550394";"Inderscience Publishers";No;No;;-;21;10;217;278;111;217;0,54;27,80;29,17;0;United Kingdom;Western Europe;"Inderscience Publishers";"2008-2025";"Applied Mathematics; Computer Science (miscellaneous); Engineering (miscellaneous)";"Computer Science; Engineering; Mathematics"
2567;21100841738;"International Journal of Applied Mathematics (discontinued)";journal;"13111728, 13148060";"";Yes;No;;-;14;291;174;7637;119;174;0,84;26,24;33,21;0;Bulgaria;Eastern Europe;"";"2017-2025";"Computational Theory and Mathematics; Mathematics (miscellaneous)";"Computer Science; Mathematics"
2568;21101277885;"International Journal of Basic and Applied Sciences (discontinued)";journal;"22275053";"Science Publishing Corporation Inc.";No;No;;-;5;278;21;8537;1;21;0,07;30,71;44,81;0;Jordan;Middle East;"Science Publishing Corporation Inc.";"2021-2025";"Agricultural and Biological Sciences (miscellaneous); Computer Science (miscellaneous); Environmental Science (miscellaneous)";"Agricultural and Biological Sciences; Computer Science; Environmental Science"
2569;21100373959;"International Journal of Electrical and Computer Engineering (discontinued)";journal;"20888708, 27222578";"Institute of Advanced Engineering and Science";No;No;;-;54;111;2006;3717;4008;2006;2,03;33,49;34,56;0;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science";"2014-2025";"Computer Science (miscellaneous); Electrical and Electronic Engineering";"Computer Science; Engineering"
2570;21101298345;"International Journal of Engineering, Science and Information Technology (discontinued)";journal;"27752674";"Malikussaleh University";No;No;;-;11;193;190;4902;177;190;0,73;25,40;45,25;0;Indonesia;Asiatic Region;"Malikussaleh University";"2021-2025";"Computer Science (miscellaneous); Engineering (miscellaneous)";"Computer Science; Engineering"
2571;26149;"International Journal of High Speed Electronics and Systems (discontinued)";journal;"17936438, 01291564";"World Scientific";No;No;;-;28;250;90;6459;37;88;0,51;25,84;40,38;0;Singapore;Asiatic Region;"World Scientific";"1994, 2002-2009, 2011-2025";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture";"Computer Science; Engineering; Materials Science"
2572;21101186203;"International Journal of Intelligent Engineering Informatics (discontinued)";journal;"17588715, 17588723";"Inderscience Publishers";No;No;;-;8;16;64;991;99;64;1,80;61,94;30,00;0;United Kingdom;Western Europe;"Inderscience Publishers";"2022-2025";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Signal Processing; Software";"Computer Science"
2573;21101320231;"International Symposium on Medical Robotics, ISMR";journal;"27719049, 28313690";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;35;0;938;0;0;0,00;26,80;25,79;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Biomedical Engineering; Computer Science Applications; Instrumentation; Surgery";"Computer Science; Engineering; Medicine; Physics and Astronomy"
2574;21101320236;"International Teletraffic Congress, ITC";journal;"28356667, 28356446";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;16;0;355;0;0;0,00;22,19;25,58;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Control and Optimization; Information Systems";"Computer Science; Mathematics"
2575;21101297184;"International Workshop on Mobile Terahertz Systems, IWMTS";journal;"28370082, 28370090";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;69;0;1150;0;0;0,00;16,67;11,05;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Instrumentation; Radiation";"Computer Science; Physics and Astronomy"
2576;21101320219;"IST-Africa";journal;"2576859X, 25768581";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;113;0;3045;0;0;0,00;26,95;26,69;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Education; Information Systems and Management; Media Technology";"Computer Science; Decision Sciences; Engineering; Social Sciences"
2577;21101393938;"Joint Conference of the IEEE International Frequency Control Symposium and European Frequency and Time Forum, FCS";journal;"23271949";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;107;0;970;0;0;0,00;9,07;20,67;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Computer Networks and Communications; Electronic, Optical and Magnetic Materials; Instrumentation; Signal Processing; Surfaces, Coatings and Films";"Computer Science; Materials Science; Physics and Astronomy"
2578;21101264207;"Journal of Advanced Research Design (discontinued)";journal;"22897984";"Penerbit Akademia Baru";No;No;;-;4;130;95;4436;73;95;0,84;34,12;34,99;0;Malaysia;Asiatic Region;"Penerbit Akademia Baru";"2021-2025";"Computer Science (miscellaneous)";"Computer Science"
2579;21101169023;"Journal of Advanced Research in Numerical Heat Transfer (discontinued)";journal;"27350142";"Penerbit Akademia Baru";No;No;;-;16;58;114;2322;310;114;2,73;40,03;29,17;0;Malaysia;Asiatic Region;"Penerbit Akademia Baru";"2020-2025";"Aerospace Engineering; Automotive Engineering; Computational Mechanics; Computational Theory and Mathematics; Environmental Science (miscellaneous)";"Computer Science; Engineering; Environmental Science"
